Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
63,577,63,Jun 9,ATL,,WSN,W3-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.327,.401,.547,.948,1,1.29,-0.130,1.62,-0.10%,-1.07,0.00,0.00,RF
64,578,64,Jun 10,ATL,,WSN,W6-4,CG,4,4,2,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,.333,.405,.570,.975,1,.75,0.230,.88,0.16%,3.19,30.00,40.90,RF
65,579,65,Jun 11,ATL,,WSN,L2-6,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.331,.402,.563,.965,1,1.12,-0.092,1.29,-0.06%,-1.31,5.00,6.20,RF
66,580,66,Jun 12,ATL,@,DET,L5-6,CG(10),5,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.328,.399,.560,.958,1,.92,0.048,1.06,0.03%,0.48,11.00,16.50,RF
67,581,67,Jun 14 (1),ATL,@,DET,W10-7,CG,5,5,1,3,0,0,1,3,0,0,0,0,0,0,0,0,1,0,.333,.402,.571,.973,1,.62,0.191,.77,0.14%,2.65,29.00,37.70,RF
68,582,68,Jun 14 (2),ATL,@,DET,W6-5,CG,5,3,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,.333,.405,.580,.985,1,.84,0.086,1.00,0.06%,0.87,20.00,27.90,RF
69,583,69,Jun 15,ATL,,COL,W8-3,CG,4,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.331,.403,.576,.979,1,.84,0.009,.99,0.01%,-0.08,6.00,9.70,RF
70,584,70,Jun 16,ATL,,COL,W8-1,CG,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,.327,.401,.569,.971,1,.69,0.075,.79,0.05%,-0.33,9.00,12.20,RF
71,585,71,Jun 17,ATL,,COL,W10-2,CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.326,.401,.565,.966,1,.22,0.028,.24,0.02%,-0.16,7.00,9.20,RF
72,586,72,Jun 18,ATL,,COL,W14-6,CG,6,4,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.325,.403,.561,.964,1,.60,0.033,.63,0.02%,0.25,9.00,12.20,RF
73,587,73,Jun 20,ATL,@,PHI,W4-2,CG,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.327,.403,.558,.961,1,.94,0.053,1.12,0.04%,0.56,13.00,15.50,RF
74,588,74,Jun 22,ATL,@,PHI,W5-1,CG(10),5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.324,.400,.552,.952,1,1.81,0.015,2.01,0.01%,-0.05,10.00,12.20,RF
75,589,75,Jun 23,ATL,@,CIN,L10-11,CG,5,5,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,.329,.403,.563,.965,1,.62,0.059,.61,0.04%,1.22,27.00,33.90,RF
76,590,76,Jun 24,ATL,@,CIN,W7-6,CG,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.328,.403,.558,.961,1,.73,-0.013,.77,-0.01%,0.06,10.00,12.00,RF
77,591,77,Jun 25,ATL,@,CIN,W7-6,CG,6,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,.328,.402,.561,.962,1,.97,0.026,.92,0.02%,-0.37,17.00,21.20,RF
78,592,78,Jun 26,ATL,,MIN,W4-1,CG,4,3,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.328,.403,.568,.971,1,1.03,0.132,.82,0.06%,1.48,18.00,25.20,RF
79,593,79,Jun 27,ATL,,MIN,W6-2,CG,4,4,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,.330,.404,.586,.990,1,.40,0.131,.30,0.06%,1.63,28.00,37.40,RF
80,594,80,Jun 28,ATL,,MIN,W3-0,CG,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,.331,.408,.585,.993,1,.95,0.169,.71,0.08%,2.11,14.00,18.20,RF
81,595,81,Jun 30,ATL,,MIA,W16-4,GS-8,5,3,3,2,0,0,1,2,1,0,0,1,0,0,0,0,1,1,.334,.413,.595,1.008,1,.25,0.026,.26,0.02%,2.60,32.00,43.60,RF
82,596,82,Jul 1,ATL,,MIA,W7-0,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.333,.411,.600,1.011,1,.33,0.082,.32,0.05%,0.26,14.00,18.70,RF
83,597,83,Jul 2,ATL,,MIA,W6-3,CG,4,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,.336,.415,.604,1.018,1,.86,0.103,.71,0.05%,1.07,22.00,27.20,RF
84,598,84,Jul 3,ATL,@,CLE,W4-2,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.335,.413,.599,1.012,1,.61,0.006,.32,0.00%,-0.21,10.00,12.20,RF
85,599,85,Jul 4,ATL,@,CLE,L5-6,CG(10),5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.337,.415,.598,1.014,1,1.09,0.099,.50,0.03%,1.21,15.00,18.20,RF
86,600,86,Jul 5,ATL,@,CLE,W8-1,CG,6,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.337,.414,.594,1.008,1,.27,-0.025,.14,-0.01%,-0.67,6.00,6.00,RF
87,601,87,Jul 7,ATL,@,TBR,W2-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,.410,.587,.997,1,.86,-0.086,.43,-0.03%,-0.80,0.00,0.00,RF
88,602,88,Jul 8,ATL,@,TBR,W6-1,CG,5,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.335,.412,.589,1.001,1,.50,0.054,.22,0.01%,1.12,14.00,18.70,RF
89,603,89,Jul 9,ATL,@,TBR,L4-10,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.331,.408,.582,.990,1,.45,-0.047,.18,-0.01%,-0.80,0.00,0.00,RF
90,604,90,Jul 14,ATL,,CHW,W9-0,CG,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,.329,.408,.577,.986,1,.69,0.023,.29,0.01%,-0.15,11.00,15.20,RF
91,605,91,Jul 15,ATL,,CHW,L5-6,CG,5,5,2,3,0,0,2,3,0,0,0,0,0,0,0,0,1,0,.332,.411,.594,1.005,1,1.41,0.325,.47,0.06%,2.71,38.00,49.90,RF
92,606,92,Jul 16,ATL,,CHW,L1-8,CG,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.333,.414,.593,1.007,1,.48,0.071,.21,0.02%,0.77,7.00,9.00,RF
93,607,93,Jul 18,ATL,,ARI,L13-16,CG,5,5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,.334,.414,.591,1.004,1,1.43,0.040,.66,0.01%,0.29,15.00,18.40,RF
94,608,94,Jul 19,ATL,,ARI,L3-5,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,.412,.590,1.002,1,1.12,-0.044,.60,-0.01%,0.40,7.00,9.20,RF
95,609,95,Jul 20,ATL,,ARI,W7-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.332,.411,.586,.997,1,1.21,-0.109,.69,-0.04%,-0.77,3.00,3.00,RF
96,610,96,Jul 21,ATL,@,MIL,W6-4,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.328,.406,.579,.985,1,.54,-0.073,.28,-0.02%,-1.04,0.00,0.00,RF
97,611,97,Jul 22,ATL,@,MIL,L3-4,CG,5,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,.330,.408,.578,.986,1,1.97,0.017,.91,0.01%,0.17,15.00,18.20,RF
98,612,98,Jul 23,ATL,@,MIL,W4-2,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.332,.409,.577,.986,1,1.49,0.031,.73,0.01%,0.00,13.00,15.20,RF
99,613,99,Jul 25,ATL,@,BOS,L1-7,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,.328,.407,.571,.978,1,1.09,-0.064,.35,-0.01%,-1.30,12.00,15.00,RF
100,614,100,Jul 26,ATL,@,BOS,L3-5,CG,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.327,.407,.569,.976,1,1.30,-0.028,.55,-0.01%,0.00,6.00,9.20,RF
101,615,101,Jul 28,ATL,,MIL,W10-7,CG,5,3,1,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,.329,.412,.569,.981,1,1.05,0.200,.59,0.07%,1.90,19.00,24.70,RF
102,616,102,Jul 29,ATL,,MIL,W11-5,CG,5,4,2,3,0,0,1,2,1,0,0,0,0,0,0,1,1,0,.333,.416,.578,.994,1,.43,0.083,.19,0.02%,0.90,31.00,40.40,RF
103,617,103,Jul 30,ATL,,MIL,W8-6,CG,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.335,.416,.578,.994,1,1.06,-0.030,.38,-0.01%,-0.06,15.00,18.40,RF
104,618,104,Jul 31,ATL,,LAA,L1-4,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.333,.415,.573,.989,1,1.08,-0.046,.31,-0.01%,-0.43,2.00,3.00,RF
105,619,105,Aug 1,ATL,,LAA,W5-1,CG,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,.331,.416,.571,.987,1,.76,-0.011,.26,0.00%,-0.22,4.00,6.00,RF
106,620,106,Aug 2,ATL,,LAA,W12-5,CG,5,4,4,3,1,0,1,3,1,0,0,0,0,0,0,0,0,0,.335,.420,.582,1.002,1,.66,0.194,.19,0.03%,3.49,34.00,47.30,RF
107,621,107,Aug 4,ATL,@,CHC,W8-0,CG,5,5,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.338,.422,.587,1.008,1,.44,0.043,.11,0.01%,1.29,18.00,21.70,RF
108,622,108,Aug 5,ATL,@,CHC,L6-8,CG,5,5,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,.341,.423,.587,1.010,1,.91,0.102,.15,0.01%,1.27,16.00,18.50,RF
109,623,109,Aug 6,ATL,@,CHC,L4-6,CG,5,4,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,.343,.425,.589,1.014,1,1.46,0.200,.28,0.02%,1.61,19.00,24.70,RF
110,624,110,Aug 7,ATL,@,PIT,L6-7,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.339,.421,.582,1.003,1,1.58,-0.204,.39,-0.03%,-1.59,0.00,0.00,RF
111,625,111,Aug 8,ATL,@,PIT,W8-6,GS-6,4,3,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,.339,.422,.587,1.008,1,1.57,0.036,.48,0.01%,0.23,16.00,21.70,RF
112,626,112,Aug 9,ATL,@,PIT,W6-5,CG,6,6,1,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,.341,.422,.588,1.010,1,1.41,0.235,.32,0.03%,1.79,15.00,18.70,RF
113,627,113,Aug 10,ATL,@,PIT,L5-7,CG,5,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.340,.422,.585,1.007,1,.93,0.057,.21,0.01%,0.69,7.00,9.50,RF
114,628,114,Aug 11,ATL,@,NYM,W7-0,CG,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.337,.420,.580,1.000,1,.40,-0.024,.11,0.00%,-0.45,4.00,6.20,RF
115,629,115,Aug 12 (1),ATL,@,NYM,W21-3,GS-7,5,3,3,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,.339,.424,.580,1.004,1,.74,0.075,.18,0.01%,1.94,23.00,31.10,RF
116,630,116,Aug 12 (2),ATL,@,NYM,W6-0,CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.336,.422,.575,.997,1,.87,-0.113,.21,-0.02%,-0.78,4.00,6.20,RF
117,631,117,Aug 13,ATL,@,NYM,L6-7,CG,5,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.337,.421,.574,.995,1,.78,0.017,.12,0.00%,0.44,13.00,15.20,RF
118,632,118,Aug 14,ATL,,NYY,W11-3,CG,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.337,.423,.572,.995,1,.58,0.007,.11,0.00%,0.74,7.00,9.00,RF
119,633,119,Aug 15,ATL,,NYY,W5-0,CG,5,5,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.338,.423,.577,.999,1,.56,0.161,.08,0.02%,2.17,21.00,28.40,RF
120,634,120,Aug 16,ATL,,NYY,W2-0,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,.335,.422,.573,.995,1,.55,-0.045,.07,0.00%,-0.67,2.00,3.00,RF
121,635,121,Aug 18,ATL,,SFG,W4-0,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.334,.420,.569,.989,1,.55,-0.009,.05,0.00%,-1.20,5.00,6.20,RF
122,636,122,Aug 19,ATL,,SFG,W6-5,CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.333,.418,.573,.991,1,1.17,0.058,.10,0.00%,0.31,14.00,18.70,RF
123,637,123,Aug 20,ATL,,SFG,L3-4,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,.331,.417,.569,.986,1,2.07,0.197,.15,0.01%,-0.18,9.00,12.20,RF
124,638,124,Aug 21,ATL,,NYM,L4-10,CG,5,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.332,.417,.567,.985,1,.84,0.025,.07,0.00%,-0.31,8.00,9.20,RF
125,639,125,Aug 22,ATL,,NYM,W3-2,CG,5,4,0,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,.333,.419,.569,.988,1,.80,0.068,.09,0.01%,1.02,20.00,24.00,RF
126,640,126,Aug 23,ATL,,NYM,W7-0,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.335,.419,.568,.988,1,.65,-0.034,.05,0.00%,-0.69,6.00,6.00,RF